title,series,platform,genre,developer,publisher,rating,modes,year,release_eu,release_jp,release_na,plot
Battleships (Europe),,Atari ST,BOARD_GAMES,,Elite,OTHER_NOT_RATED,,1987,,,,
Battletech (USA),,Atari ST,ROLE_PLAYING,,Infocom,OTHER_NOT_RATED,,1988,,,,
Battletris (Europe) (Unl),,Atari ST,PUZZLE,,New Core,OTHER_NOT_RATED,,1994,,,,
Battletris+ (Europe) (Unl),,Atari ST,PUZZLE,,New Core,OTHER_NOT_RATED,,1994,,,,
BattleZone (USA),,Atari ST,SHOOTER,,Atari Corp.,OTHER_NOT_RATED,,1986,,,,
Bauernkampf (Germany) (Unl),,Atari ST,BOARD_GAMES,,Motelsoft,OTHER_NOT_RATED,,1988,,,,
Beach Volley (Europe),,Atari ST,SPORTS_VOLLEYBALL,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Beam (Europe),,Atari ST,PUZZLE,,Magic Bytes,OTHER_NOT_RATED,,1989,,,,
Beast Busters (Europe),,Atari ST,SHOOTER,,Activision,OTHER_NOT_RATED,,1992,,,,
Beast Lord (Europe),,Atari ST,ACTION,,Grandslam Entertainment,OTHER_NOT_RATED,,1993,,,,
Bellum (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Paul Bocij,OTHER_NOT_RATED,,1989,,,,
Ben in Paradise (Europe),,Atari ST,ACTION,,Top Notch,OTHER_NOT_RATED,,1993,,,,
Bentley Bear's Equation Builder (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bentley Bear's General Store (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1988,,,,
Bentley Bear's Magical Anagrams (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bentley Bear's Magical Math 1 (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bentley Bear's Magical Math II (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bentley Bear's Magical Math III (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bentley Bear's Memory Master II (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bentley Bear's Spelling Bee (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bentley Bear's Typing Tutor (Europe),,Atari ST,EDUCATIONAL,,"Anvi, Inc",OTHER_NOT_RATED,,1987,,,,
Bermuda Project (Europe),,Atari ST,ROLE_PLAYING,,MirrorSoft,OTHER_NOT_RATED,,1987,,,,
Bert The Squirt (Europe) (Unl),,Atari ST,PLATFORM,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Berzerk (USA) (Unl),,Atari ST,ACTION,,Munsie Entertainment Software,OTHER_NOT_RATED,,1994,,,,
Betrayal (Europe),,Atari ST,STRATEGY,,Rainbird,OTHER_NOT_RATED,,1991,,,,
Better Dead Than Alien! (Europe),,Atari ST,SHOOT_EM_UP,,Electra,OTHER_NOT_RATED,,1987,,,,
Beverly Hills Cop (Europe),,Atari ST,SHOOTER,,Paramount Pictures,OTHER_NOT_RATED,,1990,,,,
Beyond the Ice Palace (Europe),,Atari ST,PLATFORM,,Elite,OTHER_NOT_RATED,,1988,,,,
Beyond The Titanic II (Europe) (Unl),,Atari ST,ADVENTURE,,-0,OTHER_NOT_RATED,,1999,,,,
Beyond Zork - The Coconut of Quendor (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1987,,,,
Big Business (USA),,Atari ST,STRATEGY,,DigiTek Software,OTHER_NOT_RATED,,1990,,,,
Big Game Fishing (Italy),,Atari ST,SPORTS_FISHING,,Simulmondo,OTHER_NOT_RATED,,1990,,,,
Big Nose (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1993,,,,
Big Run (Europe),,Atari ST,DRIVING,,Storm,OTHER_NOT_RATED,,1991,,,,
Biker (Germany) (Unl),,Atari ST,RACING_MOTORBIKE,,Reiner Glock,OTHER_NOT_RATED,,1989,,,,
Billiards Simulator (Europe),,Atari ST,SPORTS_POOL_AND_DART,,Ere Informatique,OTHER_NOT_RATED,,1991,,,,
Billiards Simulator II (Europe),,Atari ST,SPORTS_POOL_AND_DART,,Infogrames,OTHER_NOT_RATED,,1991,,,,
Billy Bounce (Europe),,Atari ST,PLATFORM,,B.Ware Software,OTHER_NOT_RATED,,1989,,,,
Billy Boy (Europe) (Unl),,Atari ST,PLATFORM,,Stosser Software,OTHER_NOT_RATED,,1997,,,,
"Bimbo Story, The (Europe) (Unl)",,Atari ST,ACTION,,Pressimage,OTHER_NOT_RATED,,1992,,,,
Bio Challenge (Europe),,Atari ST,PLATFORM,,Delphine,OTHER_NOT_RATED,,1988,,,,
Biohazard (Europe) (Unl),,Atari ST,ADVENTURE,,Village Software,OTHER_NOT_RATED,,1993,,,,
Bionic Commando (Europe),,Atari ST,SHOOTER,,Software Creations,OTHER_NOT_RATED,,1987,,,,
Bismarck (USA),,Atari ST,STRATEGY,,Electronic Arts,OTHER_NOT_RATED,,1989,,,,
Black & White (Germany) (Unl),,Atari ST,BOARD_GAMES,,Dirk Schatz,OTHER_NOT_RATED,,null,,,,
Black Box (Germany) (Unl),,Atari ST,PUZZLE,,Christoph Von Pagalies,OTHER_NOT_RATED,,null,,,,
"Black Cauldron, The (USA)",,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1985,,,,
Black Hornet (Europe),,Atari ST,SHOOT_EM_UP,,Hi-Tec Software,OTHER_NOT_RATED,,1991,,,,
Black Lamp (Europe),,Atari ST,PLATFORM,,Firebird,OTHER_NOT_RATED,,1988,,,,
Black Orchid (Europe) (Unl),,Atari ST,ROLE_PLAYING,,Mundane Software,OTHER_NOT_RATED,,1988,,,,
Black Sectt (France) (Disk 1),,Atari ST,ADVENTURE,,Lankhor,OTHER_NOT_RATED,,1993,,,,
Black Sectt (France) (Disk 2),,Atari ST,ADVENTURE,,Lankhor,OTHER_NOT_RATED,,1993,,,,
Black Sectt (France) (Disk 3),,Atari ST,ADVENTURE,,Lankhor,OTHER_NOT_RATED,,1993,,,,
Black Tiger (Europe),,Atari ST,PLATFORM,,US Gold,OTHER_NOT_RATED,,1989,,,,
Blackjack Plus III (USA),,Atari ST,TABLETOP,,Musicode,OTHER_NOT_RATED,,1991,,,,
Blackscar Mountain (Europe),,Atari ST,ADVENTURE,,Titan Games,OTHER_NOT_RATED,,1991,,,,
Blast (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Chaos Coders,OTHER_NOT_RATED,,1988,,,,
Blastaball (USA),,Atari ST,SPORTS_FUTURISTIC,,Arcadia Software,OTHER_NOT_RATED,,1988,,,,
Blaster (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,A.W. Brook,OTHER_NOT_RATED,,1988,,,,
Blasteroids (Europe),,Atari ST,SHOOT_EM_UP,,Image Works,OTHER_NOT_RATED,,1987,,,,
Blazing Thunder (Europe),,Atari ST,SHOOT_EM_UP,,Hi-Tec Software,OTHER_NOT_RATED,,1991,,,,
Blinky's Scary School (Europe),,Atari ST,PLATFORM,,Zeppelin Games,OTHER_NOT_RATED,,1990,,,,
Blitzkrieg May 1940 (Europe) (Disk 1),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1990,,,,
Blitzkrieg May 1940 (Europe) (Disk 2),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1990,,,,
Blob Race (Europe) (Unl),,Atari ST,DRIVING,,Chaos Software,OTHER_NOT_RATED,,1994,,,,
Blobb Run (Canada) (Unl),,Atari ST,ACTION,,Mark Slemko,OTHER_NOT_RATED,,1987,,,,
Block Out (USA),,Atari ST,PUZZLE,,California Dreams,OTHER_NOT_RATED,,1990,,,,
Blockbuster (Europe) (Unl),,Atari ST,MAZE,,Iceland Software,OTHER_NOT_RATED,,1990,,,,
Blood 'N' Bullets (Europe),,Atari ST,SHOOT_EM_UP,,Palace Software,OTHER_NOT_RATED,,1989,,,,
Blood Fever (USA),,Atari ST,MAZE,,Micro Value,OTHER_NOT_RATED,,null,,,,
Blood Money (Europe),,Atari ST,SHOOT_EM_UP,,Psygnosis,OTHER_NOT_RATED,,1989,,,,
Bloodwych (Europe),,Atari ST,ROLE_PLAYING,,MirrorSoft,OTHER_NOT_RATED,,1989,,,,
Bloodwych - The Extended Levels (Europe),,Atari ST,ROLE_PLAYING,,MirrorSoft,OTHER_NOT_RATED,,1989,,,,
Blue Angel 69 (Europe),,Atari ST,PUZZLE,,Magic Bytes,OTHER_NOT_RATED,,1989,,,,
Blue Angels (USA),,Atari ST,SIMULATION,,Accolade,OTHER_NOT_RATED,,1989,,,,
Blue Max (Europe) (Disk 1),,Atari ST,SIMULATION,,Artech,OTHER_NOT_RATED,,1990,,,,
Blue Max (Europe) (Disk 2),,Atari ST,SIMULATION,,Artech,OTHER_NOT_RATED,,1990,,,,
Blue War III (Europe),,Atari ST,STRATEGY,,Free Game Blot,OTHER_NOT_RATED,,1987,,,,
"Blues Brothers, The (Europe)",,Atari ST,PLATFORM,,Titus,OTHER_NOT_RATED,,1991,,,,
BMX Simulator (Europe),,Atari ST,SPORTS_BIKING,,Codemasters,OTHER_NOT_RATED,,1988,,,,
Bob Morane - Chevalerie I (France),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1987,,,,
Bob Morane - Jungle (France),,Atari ST,ADVENTURE,,Infogrames,OTHER_NOT_RATED,,1987,,,,
Bob Morane - Ocean (France),,Atari ST,ADVENTURE,,Infogrames,OTHER_NOT_RATED,,1987,,,,
Bob Morane - Science Fiction (Europe),,Atari ST,ADVENTURE,,Infogrames,OTHER_NOT_RATED,,1988,,,,
Bob Winner (Europe),,Atari ST,ACTION,,Loriciel,OTHER_NOT_RATED,,1987,,,,
Bobbles! (USA) (Unl),,Atari ST,PUZZLE,,Dave Munsie,OTHER_NOT_RATED,,1991,,,,
Bobo (Europe),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1988,,,,
Boing (Europe) (Unl),,Atari ST,PUZZLE,,ST User,OTHER_NOT_RATED,,1990,,,,
Bold (France) (Unl),,Atari ST,SHOOT_EM_UP,,Laurent Kermel,OTHER_NOT_RATED,,2004,,,,
Bolo (Europe),,Atari ST,BREAKOUT,,Application Systems Heidelberg,OTHER_NOT_RATED,,1987,,,,
Bomb Fusion (Europe),,Atari ST,PLATFORM,,Virgin Mastertronic,OTHER_NOT_RATED,,1989,,,,
Bomb Jack (Europe),,Atari ST,PLATFORM,,Elite,OTHER_NOT_RATED,,1988,,,,
Bomb'X - Euroswap (France) (Unl),,Atari ST,MAZE,,Mediagogo,OTHER_NOT_RATED,,1993,,,,
Bomb'X - Vectronix (France) (Unl),,Atari ST,MAZE,,Mediagogo,OTHER_NOT_RATED,,1993,,,,
Bomb'X Supremacy - Extention 1 (France) (Unl),,Atari ST,MAZE,,Mediagogo,OTHER_NOT_RATED,,1993,,,,
Bomb'X Supremacy - Extention 2 (France) (Unl),,Atari ST,MAZE,,Mediagogo,OTHER_NOT_RATED,,1993,,,,
Bomb'X Supremacy - Extention 3 (France) (Unl),,Atari ST,MAZE,,Mediagogo,OTHER_NOT_RATED,,1993,,,,
Bomber Command (USA),,Atari ST,SHOOT_EM_UP,,Mars,OTHER_NOT_RATED,,1987,,,,
Bombs Away (Europe) (Unl),,Atari ST,MAZE,,Ninth Wave Software,OTHER_NOT_RATED,,1995,,,,
Bombuzal (Europe),,Atari ST,PUZZLE,,Image Works,OTHER_NOT_RATED,,1988,,,,
Bonanza Bros (Europe),,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1991,,,,
Book of Moebius (Europe),,Atari ST,ACTION,,Origin Sytems,OTHER_NOT_RATED,,1987,,,,
Booly (Europe),,Atari ST,PUZZLE,,Loriciel,OTHER_NOT_RATED,,1991,,,,
Bootiful Babe (Europe),,Atari ST,SHOOT_EM_UP,,New Dimensions,OTHER_NOT_RATED,,1989,,,,
Border Warfare (Europe),,Atari ST,ADVENTURE,,Zenobi Software,OTHER_NOT_RATED,,1990,,,,
Border Zone (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1987,,,,
Borodino (Europe),,Atari ST,STRATEGY,,Atari Corp.,OTHER_NOT_RATED,,1988,,,,
Borrowed Time (USA),,Atari ST,ADVENTURE,,Interplay,OTHER_NOT_RATED,,1986,,,,
Boston Bomb Club (Europe),,Atari ST,PUZZLE,,Silmarils,OTHER_NOT_RATED,,1991,,,,
Botics (Europe),,Atari ST,BALL_AND_PADDLE,,Krisalis,OTHER_NOT_RATED,,1990,,,,
Boulder Dash (USA),,Atari ST,ACTION,,First Star Software,OTHER_NOT_RATED,,1986,,,,
Boulder Dash Construction Kit (USA),,Atari ST,ACTION,,First Star Software,OTHER_NOT_RATED,,1987,,,,
Bounce Out (Europe),,Atari ST,ACTION,,Godax,OTHER_NOT_RATED,,1988,,,,
Brad Stallion in Sex Olympics (USA),,Atari ST,ADVENTURE,,Free Spirit Software,OTHER_NOT_RATED,,1990,,,,
Brainbox (Europe) (Disk 1),,Atari ST,QUIZ,,CRL,OTHER_NOT_RATED,,1988,,,,
Brainbox (Europe) (Disk 2) (Data),,Atari ST,QUIZ,,CRL,OTHER_NOT_RATED,,1988,,,,
Brat (Europe),,Atari ST,ACTION,,Image Works,OTHER_NOT_RATED,,1991,,,,
Brataccas (Europe),,Atari ST,PLATFORM,,Psygnosis,OTHER_NOT_RATED,,1987,,,,
Breach (USA),,Atari ST,STRATEGY,,Omnitrend Software,OTHER_NOT_RATED,,1987,,,,
Breach 2 (USA) (Disk 1),,Atari ST,STRATEGY,,Omnitrend Software,OTHER_NOT_RATED,,1992,,,,
Breach 2 (USA) (Disk 2) (Scenario),,Atari ST,STRATEGY,,Omnitrend Software,OTHER_NOT_RATED,,1992,,,,
Breakanoid (Europe) (Unl),,Atari ST,BREAKOUT,,Ken Newman,OTHER_NOT_RATED,,1989,,,,
Breakers (USA),,Atari ST,ADVENTURE,,Broderbund,OTHER_NOT_RATED,,1986,,,,
Breakout (Europe),,Atari ST,BREAKOUT,,Atari Corp.,OTHER_NOT_RATED,,1992,,,,
Brian Clough's Football Fortunes (Europe),,Atari ST,SPORTS_SOCCER,,CDS Software,OTHER_NOT_RATED,,1987,,,,
Brick Busta (Europe),,Atari ST,BREAKOUT,,Impressions,OTHER_NOT_RATED,,null,,,,
Bride of the Robot (USA),,Atari ST,ADVENTURE,,Free Spirit Software,OTHER_NOT_RATED,,1989,,,,
Brides of Dracula (Europe),,Atari ST,ACTION,,Ganzo Games,OTHER_NOT_RATED,,1991,,,,
Bridge (Europe),,Atari ST,TABLETOP,,Atari Corp.,OTHER_NOT_RATED,,1988,,,,
Bridge 2000 (USA),,Atari ST,TABLETOP,,Oxford Softworks,OTHER_NOT_RATED,,1987,,,,
Bridge Player 2000 with Tutor (USA),,Atari ST,TABLETOP,,Richard Wheen,OTHER_NOT_RATED,,1987,,,,
Bridge Player Galactica (USA),,Atari ST,TABLETOP,,CP Software,OTHER_NOT_RATED,,1989,,,,
Bridge Tutor (Europe),,Atari ST,TABLETOP,,Atari,OTHER_NOT_RATED,,1990,,,,
Brimstone - The Dream Of Garwin (USA),,Atari ST,ADVENTURE,,Broderbund,OTHER_NOT_RATED,,1986,,,,
Bubble + (Europe),,Atari ST,ACTION,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Bubble Bobble (Europe),,Atari ST,PLATFORM,,Firebird,OTHER_NOT_RATED,,1987,,,,
Bubble Bobble - Extended Screens (Europe) (Unl),,Atari ST,PLATFORM,,David Broadhurst,OTHER_NOT_RATED,,1987,,,,
Bubble Bobble 2 (Europe) (Proto),,Atari ST,ACTION,,Software Creations,OTHER_NOT_RATED,,1988,,,,
Bubble Bobble Strikes Again (Europe) (Unl),,Atari ST,ACTION,,Beerdrinkers,OTHER_NOT_RATED,,1989,,,,
Bubble Dizzy (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Bubble Ghost (USA),,Atari ST,ACTION,,Acoclade,OTHER_NOT_RATED,,1988,,,,
Bubble Trouble (Europe),,Atari ST,ACTION,,Poffel Products,OTHER_NOT_RATED,,1987,,,,
Buffalo Bill's Wild West Show (Europe) (Disk 1),,Atari ST,SPORTS_OLYMPIC,,Tynesoft,OTHER_NOT_RATED,,1989,,,,
Buffalo Bill's Wild West Show (Europe) (Disk 2),,Atari ST,SPORTS_OLYMPIC,,Tynesoft,OTHER_NOT_RATED,,1989,,,,
Bug Bash (Europe),,Atari ST,SHOOT_EM_UP,,Mutation Software,OTHER_NOT_RATED,,1990,,,,
Bug Spray (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Budgie UK,OTHER_NOT_RATED,,1991,,,,
Buggy Boy (Europe),,Atari ST,DRIVING,,Elite,OTHER_NOT_RATED,,1988,,,,
Bugs (USA) (Unl),,Atari ST,SHOOT_EM_UP,,Munsie Entertainment Software,OTHER_NOT_RATED,,1993,,,,
Builderland - The Story of Melba (Europe),,Atari ST,PUZZLE,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Bullet Train (France) (Unl),,Atari ST,ACTION,,Mandarin Software,OTHER_NOT_RATED,,1988,,,,
Bully's Sporting Darts (Europe),,Atari ST,SPORTS_POOL_AND_DART,,Alternative Software,OTHER_NOT_RATED,,1993,,,,
Bumpy (France),,Atari ST,PLATFORM,,Loriciel,OTHER_NOT_RATED,,1989,,,,
Bumpy's Arcade Fantasy (Europe),,Atari ST,PUZZLE,,Loriciel,OTHER_NOT_RATED,,1992,,,,
Bundesliga Manager Professional (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Software 2000,OTHER_NOT_RATED,,1992,,,,
Bundesliga Manager Professional (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Software 2000,OTHER_NOT_RATED,,1992,,,,
Bunny Bricks (Europe),,Atari ST,BREAKOUT,,Silmarils,OTHER_NOT_RATED,,1993,,,,
Bureaucracy (USA),,Atari ST,ADVENTURE,,Activision,OTHER_NOT_RATED,,1987,,,,
Burger Man (Europe),,Atari ST,ACTION,,Byte Back,OTHER_NOT_RATED,,1991,,,,
Butcher Hill (Europe),,Atari ST,SHOOTER,,Gremlin Graphics,OTHER_NOT_RATED,,1989,,,,
Buzzword (USA),,Atari ST,BOARD_GAMES,,The Buzzword Game Company,OTHER_NOT_RATED,,1986,,,,
Cabal (Europe),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1988,,,,
Cadaver (Europe),,Atari ST,ACTION,,Image Works,OTHER_NOT_RATED,,1990,,,,
Cadaver - The Pay Off (Europe) (Disk 1),,Atari ST,ACTION,,Renegade,OTHER_NOT_RATED,,1991,,,,
Cadaver - The Pay Off (Europe) (Disk 2),,Atari ST,ACTION,,Renegade,OTHER_NOT_RATED,,1991,,,,
Cadaver 3 (Europe) (Unl),,Atari ST,ACTION,,-0,OTHER_NOT_RATED,,null,,,,
Caesar (Europe),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1992,,,,
California Games (USA),,Atari ST,SPORTS_OLYMPIC,,Epyx,OTHER_NOT_RATED,,1989,,,,
California Games II (USA),,Atari ST,SPORTS_OLYMPIC,,Epyx,OTHER_NOT_RATED,,1992,,,,
California Goldrush (USA) (Disk 1) (Set 1 and 2),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
California Goldrush (USA) (Disk 2) (Set 3 and 4),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1988,,,,
Campaign (Europe),,Atari ST,STRATEGY,,Empire Software,OTHER_NOT_RATED,,1993,,,,
Cannon Fodder (France),,Atari ST,SHOOTER,,Virgin Mastertronic,OTHER_NOT_RATED,,1994,,,,
Cap'n'Carnage (Europe),,Atari ST,SHOOT_EM_UP,,Energize,OTHER_NOT_RATED,,1993,,,,
Captain America Defies the Doom Tube (Europe),,Atari ST,ACTION,,Go!,OTHER_NOT_RATED,,1988,,,,
Captain Blood (Europe),,Atari ST,SIMULATION,,Ere Informatique,OTHER_NOT_RATED,,1988,,,,
Captain Cremmin (Europe) (Unl),,Atari ST,ADVENTURE,,Erictronics,OTHER_NOT_RATED,,null,,,,
Captain Dynamo (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Captain Fizz (Europe),,Atari ST,SHOOTER,,Psyclapse,OTHER_NOT_RATED,,1989,,,,
Captain Planet and the Planeteers (USA),,Atari ST,PLATFORM,,TBS Productions,OTHER_NOT_RATED,,1991,,,,
Captive (Europe),,Atari ST,ROLE_PLAYING,,Mindscape,OTHER_NOT_RATED,,1990,,,,
Car-Vup (Europe),,Atari ST,PLATFORM,,Core Design,OTHER_NOT_RATED,,1990,,,,
Cards 2.0 (Europe),,Atari ST,TABLETOP,,Factory Programming,OTHER_NOT_RATED,,1986,,,,
"Carl Lewis Challenge, The (Europe) (Disk 1)",,Atari ST,SPORTS_TRACK_AND_FIELD,,Psygnosis,OTHER_NOT_RATED,,1992,,,,
"Carl Lewis Challenge, The (Europe) (Disk 2)",,Atari ST,SPORTS_TRACK_AND_FIELD,,Psygnosis,OTHER_NOT_RATED,,1992,,,,
Carlos (Europe),,Atari ST,PLATFORM,,Microids,OTHER_NOT_RATED,,1994,,,,
Carrier Command (USA),,Atari ST,STRATEGY,,Rainbird,OTHER_NOT_RATED,,1988,,,,
Cartoon Capers (Europe),,Atari ST,BEAT_EM_UP,,Mandarin Software,OTHER_NOT_RATED,,1990,,,,
"Case of the Mixed-Up Shymer, The (Europe) (Unl)",,Atari ST,ADVENTURE,,Sandra Sharkey,OTHER_NOT_RATED,,1988,,,,
Casino Craps (USA),,Atari ST,CASINO,,Avila Associates,OTHER_NOT_RATED,,1986,,,,
Casino Roulette (Europe),,Atari ST,CASINO,,CDS Software,OTHER_NOT_RATED,,1987,,,,
Castle Capers (Europe),,Atari ST,PLATFORM,,Powerfist Licenceware,OTHER_NOT_RATED,,1993,,,,
Castle Master (Europe),,Atari ST,ROLE_PLAYING,,Domark,OTHER_NOT_RATED,,1990,,,,
Castle Master II - The Crypt (Europe),,Atari ST,ROLE_PLAYING,,New Dimensions,OTHER_NOT_RATED,,1990,,,,
Castle Warrior (Europe),,Atari ST,ACTION,,Delphine,OTHER_NOT_RATED,,1989,,,,
Castles (Europe),,Atari ST,STRATEGY,,Interplay,OTHER_NOT_RATED,,1991,,,,
Catch 23 (Europe),,Atari ST,SHOOTER,,Martech,OTHER_NOT_RATED,,1987,,,,
Cave Mania (Europe),,Atari ST,PLATFORM,,Atlantis Software,OTHER_NOT_RATED,,1992,,,,
Cave Runner II - Caverns Of Death (Germany) (Unl),,Atari ST,PLATFORM,,Boarsoft,OTHER_NOT_RATED,,1992,,,,
Centerfold Squares (USA),,Atari ST,BOARD_GAMES,,Artworx Software,OTHER_NOT_RATED,,1988,,,,
Centipede (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Sinister Developments,OTHER_NOT_RATED,,1992,,,,
Challenge Foot Junior (France),,Atari ST,SPORTS_SOCCER,,Generation 5,OTHER_NOT_RATED,,null,,,,
Challenge Golf (Europe),,Atari ST,SPORTS_GOLF,,On-Line Entertainment,OTHER_NOT_RATED,,1991,,,,
Chambers of Shaolin (Europe),,Atari ST,FIGHTER,,Grandslam Entertainment,OTHER_NOT_RATED,,1989,,,,
Chamonix Challenge (Europe),,Atari ST,CLIMBING,,Infogrames,OTHER_NOT_RATED,,1987,,,,
Champion of the Raj (Europe),,Atari ST,STRATEGY,,MirrorSoft,OTHER_NOT_RATED,,1991,,,,
Championship Baseball (USA),,Atari ST,SPORTS_BASEBALL,,Activision,OTHER_NOT_RATED,,1987,,,,
Championship Cricket (Europe),,Atari ST,SPORTS_CRICKET,,Crysys,OTHER_NOT_RATED,,1988,,,,
Championship Manager '93 (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1993,,,,
Championship Manager '93 (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1993,,,,
Championship Manager (Europe),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1992,,,,
Championship Manager End of Season 1994 (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1994,,,,
Championship Manager End of Season 1994 (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1994,,,,
Championship Manager End of Season 1994 (Europe) (Disk 3),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1994,,,,
Championship Manager Italia (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1993,,,,
Championship Manager Italia (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Domark,OTHER_NOT_RATED,,1993,,,,
Championship Run (Europe),,Atari ST,DRIVING,,Impulze,OTHER_NOT_RATED,,1991,,,,
Championship Water-Skiing (Europe),,Atari ST,WATER,,Infogrames,OTHER_NOT_RATED,,1987,,,,
Championship Wrestling (USA),,Atari ST,SPORTS_WRESTLING,,Epyx,OTHER_NOT_RATED,,1986,,,,
Chaos (Europe) (Unl),,Atari ST,STRATEGY,,Martin Brownlow,OTHER_NOT_RATED,,1992,,,,
"Chaos Engine, The (Europe) (Disk 1)",,Atari ST,ACTION,,Renegade,OTHER_NOT_RATED,,1993,,,,
"Chaos Engine, The (Europe) (Disk 2)",,Atari ST,ACTION,,Renegade,OTHER_NOT_RATED,,1993,,,,
Chaos Strikes Back (USA),,Atari ST,ROLE_PLAYING,,FTL,OTHER_NOT_RATED,,1991,,,,
Charge of the Light Brigade (Europe),,Atari ST,STRATEGY,,Impressions,OTHER_NOT_RATED,,1991,,,,
Chariots of Wrath (Europe),,Atari ST,ROLE_PLAYING,,Impressions,OTHER_NOT_RATED,,1989,,,,
Chase (Europe),,Atari ST,SHOOTER,,Mastertronic,OTHER_NOT_RATED,,1988,,,,
Chase HQ (Europe),,Atari ST,DRIVING,,Ocean Software,OTHER_NOT_RATED,,1989,,,,
Chase HQ II (Europe),,Atari ST,DRIVING,,Ocean Software,OTHER_NOT_RATED,,1990,,,,
Checkmate (France),,Atari ST,BOARD_GAMES,,Diamond,OTHER_NOT_RATED,,1987,,,,
Chemicon (Europe) (Unl),,Atari ST,PUZZLE,,Mercer,OTHER_NOT_RATED,,null,,,,
Chess Champion 2175 (Europe),,Atari ST,BOARD_GAMES,,Oxford Softworks,OTHER_NOT_RATED,,1990,,,,
Chess Player 2150 (USA),,Atari ST,BOARD_GAMES,,Oxford Softworks,OTHER_NOT_RATED,,1989,,,,
Chess Simulator (Europe),,Atari ST,BOARD_GAMES,,Infogrames,OTHER_NOT_RATED,,1990,,,,
Chessbase (Germany),,Atari ST,BOARD_GAMES,,Chessbase GmbH,OTHER_NOT_RATED,,1986,,,,
"Chessmaster 2000, The (USA)",,Atari ST,BOARD_GAMES,,Software Toolworks,OTHER_NOT_RATED,,1987,,,,
Chessnut (Europe) (Unl),,Atari ST,BOARD_GAMES,,Gary Franklin,OTHER_NOT_RATED,,1988,,,,
Chicago 30's (Europe),,Atari ST,ACTION,,US Gold,OTHER_NOT_RATED,,1989,,,,
Chicago 90 (Europe),,Atari ST,DRIVING,,Microids,OTHER_NOT_RATED,,1989,,,,
Chinese Karate (Europe),,Atari ST,FIGHTER,,Turtle Byte,OTHER_NOT_RATED,,1989,,,,
