title,series,platform,genre,developer,publisher,rating,modes,year,release_eu,release_jp,release_na,plot
Sooty & Sweep (Europe),,Atari ST,PLATFORM,,Alternative Software,OTHER_NOT_RATED,,1989,,,,
Sophelie (Europe),,Atari ST,SHOOT_EM_UP,,New Deal Productions,OTHER_NOT_RATED,,1990,,,,
Sorcerer (USA),,Atari ST,ADVENTURE,,Mastertronic,OTHER_NOT_RATED,,1991,,,,
Sorcerer Lord (Europe),,Atari ST,STRATEGY,,PSS,OTHER_NOT_RATED,,1988,,,,
Sorcery + (Europe),,Atari ST,ACTION,,Virgin Mastertronic,OTHER_NOT_RATED,,1988,,,,
Space 1889 (Europe) (Disk 1),,Atari ST,ROLE_PLAYING,,Empire Software,OTHER_NOT_RATED,,1990,,,,
Space 1889 (Europe) (Disk 2),,Atari ST,ROLE_PLAYING,,Empire Software,OTHER_NOT_RATED,,1990,,,,
Space Ace (Europe),,Atari ST,ADVENTURE,,Ready Soft,OTHER_NOT_RATED,,1989,,,,
Space Ace II - Borf's Revenge (Europe),,Atari ST,ADVENTURE,,Ready Soft,OTHER_NOT_RATED,,1991,,,,
Space Baller (Europe),,Atari ST,ACTION,,International Software Koeln,OTHER_NOT_RATED,,1987,,,,
Space Conquest - A Galactic Odyssey (Europe),,Atari ST,ADVENTURE,,Starsoft,OTHER_NOT_RATED,,1989,,,,
Space Crusade - The Voyage Beyond (Europe) (Disk 1),,Atari ST,STRATEGY,,Gremlin Graphics,OTHER_NOT_RATED,,1993,,,,
Space Crusade - The Voyage Beyond (Europe) (Disk 2),,Atari ST,STRATEGY,,Gremlin Graphics,OTHER_NOT_RATED,,1993,,,,
Space Cutter (USA),,Atari ST,SHOOT_EM_UP,,Rainbird,OTHER_NOT_RATED,,1988,,,,
Space Fighter (France),,Atari ST,SHOOTER,,Frontier,OTHER_NOT_RATED,,1996,,,,
Space Gun (Europe) (Disk 1),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Space Gun (Europe) (Disk 2),,Atari ST,SHOOTER,,Ocean Software,OTHER_NOT_RATED,,1991,,,,
Space Harrier (Europe),,Atari ST,SHOOTER,,Elite,OTHER_NOT_RATED,,1988,,,,
Space Harrier - Extra Levels (Europe),,Atari ST,SHOOT_EM_UP,,Elite,OTHER_NOT_RATED,,1988,,,,
Space Harrier II (Europe),,Atari ST,SHOOTER,,Grandslam Entertainment,OTHER_NOT_RATED,,1990,,,,
Space Harrier Plus (Europe),,Atari ST,SHOOTER,,Grandslam Entertainment,OTHER_NOT_RATED,,1990,,,,
Space Invaders (Budgie UK) (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Budgie UK,OTHER_NOT_RATED,,1990,,,,
Space Invaders (Sinister Developments) (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Sinister Developments,OTHER_NOT_RATED,,1993,,,,
Space Killer (France),,Atari ST,SHOOT_EM_UP,,Oiseau Vert (L'),OTHER_NOT_RATED,,1988,,,,
Space Monsters (Europe),,Atari ST,ACTION,,Micro Magic Software,OTHER_NOT_RATED,,1990,,,,
Space Pilot (Germany),,Atari ST,SHOOTER,,Kingsoft,OTHER_NOT_RATED,,1986,,,,
Space Port (Europe),,Atari ST,SHOOT_EM_UP,,reLINE Software,OTHER_NOT_RATED,,1987,,,,
Space Quest - The Serien Encounter (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1986,,,,
Space Quest II - Vohaul's Revenge (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1987,,,,
Space Quest III - The Pirates of Pestulon (USA),,Atari ST,ADVENTURE,,Sierra On-Line,OTHER_NOT_RATED,,1989,,,,
Space Racer (Europe),,Atari ST,DRIVING,,Loriciel,OTHER_NOT_RATED,,1991,,,,
Space Rogue (Europe),,Atari ST,SIMULATION,,Origin Systems,OTHER_NOT_RATED,,1989,,,,
Space Shuttle (Europe),,Atari ST,SIMULATION,,Microdeal,OTHER_NOT_RATED,,1987,,,,
Space Station (Europe),,Atari ST,PLATFORM,,Prism Leisure,OTHER_NOT_RATED,,1988,,,,
Space Station Oblivion (USA),,Atari ST,ACTION,,Epyx,OTHER_NOT_RATED,,1988,,,,
Space War (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Warren Long,OTHER_NOT_RATED,,1987,,,,
Space War - The Next Generation (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,ST Format,OTHER_NOT_RATED,,1992,,,,
Spaceball (Europe),,Atari ST,ACTION,,International Software Koeln,OTHER_NOT_RATED,,1987,,,,
Spacola (Germany),,Atari ST,SHOOTER,,Dongleware Verlags GmbH,OTHER_NOT_RATED,,1991,,,,
Special Forces (USA),,Atari ST,SHOOTER,,MicroProse,OTHER_NOT_RATED,,1992,,,,
Speedball (USA),,Atari ST,SPORTS_FUTURISTIC,,Image Works,OTHER_NOT_RATED,,1988,,,,
Speedball 2 - Brutal Deluxe (USA),,Atari ST,SPORTS_FUTURISTIC,,Image Works,OTHER_NOT_RATED,,1990,,,,
Speedboat Assassin (USA),,Atari ST,SHOOTER,,Mastertronic,OTHER_NOT_RATED,,1989,,,,
Speedy Joe (Germany) (Unl),,Atari ST,PLATFORM,,Motelsoft,OTHER_NOT_RATED,,1992,,,,
Spell Bound (Europe),,Atari ST,PLATFORM,,Psyclapse,OTHER_NOT_RATED,,1990,,,,
Spellbound Dizzy (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Spellbound! (Europe) (Disk 1),,Atari ST,EDUCATIONAL,,Lander Software,OTHER_NOT_RATED,,1991,,,,
Spellbound! (Europe) (Disk 2),,Atari ST,EDUCATIONAL,,Lander Software,OTHER_NOT_RATED,,1991,,,,
Spellbreaker (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1986,,,,
Spellfire The Sorceror (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Spherical (Europe),,Atari ST,PLATFORM,,Rainbow Arts,OTHER_NOT_RATED,,1989,,,,
Spidertronic (Europe),,Atari ST,ACTION,,Smash 16,OTHER_NOT_RATED,,1991,,,,
Spikey in Transylvania (Europe),,Atari ST,ADVENTURE,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Spindizzy Worlds (Europe),,Atari ST,ACTION,,Activision,OTHER_NOT_RATED,,1989,,,,
Spirit of Excalibur (Europe),,Atari ST,ADVENTURE,,Virgin Mastertronic,OTHER_NOT_RATED,,1990,,,,
Spitfire 40 (Europe),,Atari ST,SIMULATION,,MirrorSoft,OTHER_NOT_RATED,,1988,,,,
Spitting Image (Europe),,Atari ST,BEAT_EM_UP,,Domark,OTHER_NOT_RATED,,1988,,,,
Spook (USA),,Atari ST,MAZE,,Paradox Software,OTHER_NOT_RATED,,1986,,,,
Sporting Triangles (Europe),,Atari ST,QUIZ,,CDS Software,OTHER_NOT_RATED,,1989,,,,
Spot (Europe),,Atari ST,PUZZLE,,Virgin Mastertronic,OTHER_NOT_RATED,,1991,,,,
Spot The Difference (Europe) (Unl),,Atari ST,PUZZLE,,Stosser Software,OTHER_NOT_RATED,,1994,,,,
Spy Snatcher (Europe),,Atari ST,ADVENTURE,,Topologika,OTHER_NOT_RATED,,1992,,,,
Spy vs Spy (USA),,Atari ST,ACTION,,First Star Software,OTHER_NOT_RATED,,1987,,,,
Spy vs Spy 2 - The Island Capers (USA),,Atari ST,ACTION,,First Star Software,OTHER_NOT_RATED,,1989,,,,
Spy vs Spy 3 - Arctic Antics (USA),,Atari ST,ACTION,,First Star Software,OTHER_NOT_RATED,,1991,,,,
"Spy Who Loved Me, The (Europe)",,Atari ST,SHOOTER,,Domark,OTHER_NOT_RATED,,1990,,,,
Square Off (Europe) (Unl),,Atari ST,PUZZLE,,Atari ST Review,OTHER_NOT_RATED,,1993,,,,
Square Off (USA) (Unl),,Atari ST,PUZZLE,,Munsie Entertainment Software,OTHER_NOT_RATED,,1995,,,,
Squish (Europe) (Unl),,Atari ST,ACTION,,ZigZag Software,OTHER_NOT_RATED,,1992,,,,
ST Invaders (USA) (Unl),,Atari ST,SHOOT_EM_UP,,Dave Munsie,OTHER_NOT_RATED,,null,,,,
ST Karate (Europe),,Atari ST,FIGHTER,,Eidersoft,OTHER_NOT_RATED,,1986,,,,
ST Krak (France),,Atari ST,BREAKOUT,,Ubi Soft,OTHER_NOT_RATED,,null,,,,
ST Lingo (Europe) (Unl),,Atari ST,PUZZLE,,Laser Software,OTHER_NOT_RATED,,null,,,,
ST Olympiad (Europe),,Atari ST,SPORTS_OLYMPIC,,Atlantis Software,OTHER_NOT_RATED,,1988,,,,
ST Poker Royale (Europe),,Atari ST,CASINO,,Michale Nowicki,OTHER_NOT_RATED,,1986,,,,
ST Pool (USA),,Atari ST,SPORTS_POOL_AND_DART,,Shelbourne Software,OTHER_NOT_RATED,,1987,,,,
ST Review Invaders (USA) (Unl),,Atari ST,SHOOT_EM_UP,,Munsie Entertainment Software,OTHER_NOT_RATED,,1992,,,,
ST Soccer (Europe),,Atari ST,SPORTS_SOCCER,,Microdeal,OTHER_NOT_RATED,,1988,,,,
ST Sorry! (Europe) (Unl),,Atari ST,BOARD_GAMES,,Paul Bonnette,OTHER_NOT_RATED,,1993,,,,
ST Vegas (Europe) (Unl),,Atari ST,CASINO,,Jesse Taylor,OTHER_NOT_RATED,,1986,,,,
ST Wars (USA),,Atari ST,SHOOT_EM_UP,,Miles Computing,OTHER_NOT_RATED,,1987,,,,
ST-Protector (Europe),,Atari ST,SHOOT_EM_UP,,Paradox Software,OTHER_NOT_RATED,,1988,,,,
Stable Masters II (Europe),,Atari ST,CASINO,,ESP Software,OTHER_NOT_RATED,,1993,,,,
STAC - The ST Adventure Creator (Europe),,Atari ST,ADVENTURE,,Incentive Software,OTHER_NOT_RATED,,1988,,,,
Stack Up (Europe),,Atari ST,PUZZLE,,Zeppelin Games,OTHER_NOT_RATED,,1991,,,,
Staff X-29 (Europe),,Atari ST,SHOOT_EM_UP,,Ere Informatique,OTHER_NOT_RATED,,1988,,,,
STAG (Germany),,Atari ST,STRATEGY,,EAS Gold,OTHER_NOT_RATED,,1989,,,,
Stalingrad Campaign (Canada),,Atari ST,STRATEGY,,Simulations Canada,OTHER_NOT_RATED,,1987,,,,
Star Breaker (Europe),,Atari ST,SHOOT_EM_UP,,Atari Corp.,OTHER_NOT_RATED,,1989,,,,
Star Command (USA) (Disk 1),,Atari ST,STRATEGY,,SSI,OTHER_NOT_RATED,,1988,,,,
Star Command (USA) (Disk 2),,Atari ST,STRATEGY,,SSI,OTHER_NOT_RATED,,1988,,,,
Star Command (USA) (Disk 3),,Atari ST,STRATEGY,,SSI,OTHER_NOT_RATED,,1988,,,,
Star Fleet I - The Battle Begins (Europe),,Atari ST,STRATEGY,,Interstel Corp.,OTHER_NOT_RATED,,1986,,,,
Star Goose! (Europe),,Atari ST,SHOOT_EM_UP,,Logotron,OTHER_NOT_RATED,,1988,,,,
Star Raiders (Europe),,Atari ST,SHOOTER,,Atari Corp.,OTHER_NOT_RATED,,1986,,,,
Star Trash (USA),,Atari ST,PLATFORM,,Tommy Software,OTHER_NOT_RATED,,1988,,,,
Star Trek - The Next Generation (USA) (Unl),,Atari ST,STRATEGY,,Darin Acuistapace,OTHER_NOT_RATED,,null,,,,
Star Trek - The Rebel Universe (USA),,Atari ST,SIMULATION,,Simon & Shuster,OTHER_NOT_RATED,,1987,,,,
Star Troopers (Europe),,Atari ST,STRATEGY,,Serious Software,OTHER_NOT_RATED,,1996,,,,
Star Wars (Europe),,Atari ST,SHOOTER,,Domark,OTHER_NOT_RATED,,1987,,,,
Star Wars - Return of the Jedi (Europe),,Atari ST,SHOOTER,,LucasFilm Games,OTHER_NOT_RATED,,1987,,,,
Star Wars - The Empire Strikes Back (Europe),,Atari ST,SHOOTER,,Domark,OTHER_NOT_RATED,,1988,,,,
Star Wrek (Europe),,Atari ST,ADVENTURE,,Castlesoft,OTHER_NOT_RATED,,1989,,,,
Starball (Europe),,Atari ST,BALL_AND_PADDLE,,Rainbow Arts,OTHER_NOT_RATED,,1988,,,,
Starblade (Europe),,Atari ST,ACTION,,Silmarils,OTHER_NOT_RATED,,1990,,,,
Starblaze (USA),,Atari ST,SHOOTER,,Logotron,OTHER_NOT_RATED,,1990,,,,
Starcross (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1985,,,,
Stardust (Europe) (Disk 1),,Atari ST,SHOOT_EM_UP,,Daze Marketing Ltd.,OTHER_NOT_RATED,,1994,,,,
Stardust (Europe) (Disk 2),,Atari ST,SHOOT_EM_UP,,Daze Marketing Ltd.,OTHER_NOT_RATED,,1994,,,,
Stardust (Europe) (Disk 3),,Atari ST,SHOOT_EM_UP,,Daze Marketing Ltd.,OTHER_NOT_RATED,,1994,,,,
Starflight (Europe),,Atari ST,STRATEGY,,Electronic Arts,OTHER_NOT_RATED,,1986,,,,
Starglider (Europe),,Atari ST,SHOOTER,,Rainbird,OTHER_NOT_RATED,,1987,,,,
Starglider 2 (Europe),,Atari ST,SIMULATION,,Rainbird,OTHER_NOT_RATED,,1988,,,,
Starhawk II (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Serious Software,OTHER_NOT_RATED,,1996,,,,
Stario's Christmas (Europe),,Atari ST,PLATFORM,,Top Byte Software,OTHER_NOT_RATED,,1996,,,,
Starquake (Europe),,Atari ST,PLATFORM,,Mandarin Software,OTHER_NOT_RATED,,1988,,,,
Starquake II (Europe) (Unl),,Atari ST,PLATFORM,,Insight,OTHER_NOT_RATED,,1992,,,,
StarRay (USA),,Atari ST,SHOOT_EM_UP,,Logotron,OTHER_NOT_RATED,,1988,,,,
Stationfall (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1987,,,,
Steel (Europe),,Atari ST,SHOOT_EM_UP,,Hewson Consultants,OTHER_NOT_RATED,,1989,,,,
Steel Empire (Europe) (Disk 1),,Atari ST,STRATEGY,,Millennium,OTHER_NOT_RATED,,1992,,,,
Steel Empire (Europe) (Disk 2),,Atari ST,STRATEGY,,Millennium,OTHER_NOT_RATED,,1992,,,,
Steg (Europe),,Atari ST,ACTION,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Steigar (Europe),,Atari ST,SHOOT_EM_UP,,Screen 7,OTHER_NOT_RATED,,1989,,,,
Stellar Crusade (USA),,Atari ST,STRATEGY,,SSI,OTHER_NOT_RATED,,1988,,,,
Stepke Black and White (Germany) (Unl),,Atari ST,ACTION,,BELA Computer,OTHER_NOT_RATED,,1991,,,,
Steve Davis World Snooker (Europe),,Atari ST,SPORTS_POOL_AND_DART,,CDS Software,OTHER_NOT_RATED,,1989,,,,
Steve McQueen Westphaser (Europe) (Disk 1),,Atari ST,SHOOTER,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Steve McQueen Westphaser (Europe) (Disk 2),,Atari ST,SHOOTER,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Stock Market (USA),,Atari ST,STRATEGY,,Starsoft,OTHER_NOT_RATED,,1987,,,,
Stone Age (Europe),,Atari ST,PUZZLE,,Eclipse,OTHER_NOT_RATED,,1992,,,,
Stone Cold Sober (Europe),,Atari ST,ADVENTURE,,Organised Chaos Licenceware,OTHER_NOT_RATED,,1994,,,,
Stone-Breaker (Europe),,Atari ST,BREAKOUT,,Softgold,OTHER_NOT_RATED,,1987,,,,
Storm Master (France),,Atari ST,ADVENTURE,,Silmarils,OTHER_NOT_RATED,,1992,,,,
Stormball (Europe),,Atari ST,SPORTS_FUTURISTIC,,Millennium,OTHER_NOT_RATED,,1991,,,,
Stormbringer (Europe),,Atari ST,PLATFORM,,Mastertronic,OTHER_NOT_RATED,,1988,,,,
Stormlord (Europe),,Atari ST,PLATFORM,,Hewson Consultants,OTHER_NOT_RATED,,1989,,,,
Stormtrooper (Europe),,Atari ST,PLATFORM,,Creation,OTHER_NOT_RATED,,1988,,,,
STOS - The Game Creator (Europe),,Atari ST,MISCELLANEOUS,,Mandarin Software,OTHER_NOT_RATED,,1988,,,,
Strange War (France) (Disk 1),,Atari ST,PLATFORM,,Iridium,OTHER_NOT_RATED,,1994,,,,
Strange War (France) (Disk 2),,Atari ST,PLATFORM,,Iridium,OTHER_NOT_RATED,,1994,,,,
Strange War (France) (Disk 3),,Atari ST,PLATFORM,,Iridium,OTHER_NOT_RATED,,1994,,,,
Stratego (USA),,Atari ST,STRATEGY,,Accolade,OTHER_NOT_RATED,,1990,,,,
Street Fighter (Europe),,Atari ST,FIGHTER,,Capcom,OTHER_NOT_RATED,,1988,,,,
Street Fighter II (Europe),,Atari ST,FIGHTER,,US Gold,OTHER_NOT_RATED,,1992,,,,
Street Gang (Europe),,Atari ST,BEAT_EM_UP,,Time Warp,OTHER_NOT_RATED,,1988,,,,
Street Hockey (Europe),,Atari ST,SPORTS_HOCKEY,,Gonzo Games,OTHER_NOT_RATED,,1990,,,,
Strider (Europe),,Atari ST,PLATFORM,,US Gold,OTHER_NOT_RATED,,1989,,,,
Strider II (Europe),,Atari ST,PLATFORM,,US Gold,OTHER_NOT_RATED,,1990,,,,
Strike (Europe),,Atari ST,SPORTS_BOWLING,,Mastertronic,OTHER_NOT_RATED,,1987,,,,
Strike Force Harrier (Europe),,Atari ST,SIMULATION,,MirrorSoft,OTHER_NOT_RATED,,1986,,,,
Strikefleet (USA),,Atari ST,SIMULATION,,Electronic Arts,OTHER_NOT_RATED,,1991,,,,
Striker (Impressions) (Europe),,Atari ST,SPORTS_SOCCER,,Impressions,OTHER_NOT_RATED,,null,,,,
Striker (Rage Software) (Europe),,Atari ST,SPORTS_SOCCER,,Rage Software,OTHER_NOT_RATED,,1992,,,,
Striker Manager (Europe),,Atari ST,SPORTS_SOCCER,,D & H Games,OTHER_NOT_RATED,,1992,,,,
Strip Break Out (Europe) (Unl),,Atari ST,BREAKOUT,,Pirasoft,OTHER_NOT_RATED,,1987,,,,
Strip Poker (USA),,Atari ST,CASINO,,Artworx Software,OTHER_NOT_RATED,,1987,,,,
Strip Poker II (USA),,Atari ST,CASINO,,Artworx Software,OTHER_NOT_RATED,,1988,,,,
Strip Poker II+ (USA) (Disk 1),,Atari ST,CASINO,,Anco Software,OTHER_NOT_RATED,,1988,,,,
Strip Poker II+ (USA) (Disk 2) (Data),,Atari ST,CASINO,,Top Shots,OTHER_NOT_RATED,,1988,,,,
Strong Lines (Europe) (Unl),,Atari ST,MAZE,,-0,OTHER_NOT_RATED,,null,,,,
Stryx (Europe),,Atari ST,PLATFORM,,Psyclapse,OTHER_NOT_RATED,,1989,,,,
Stunt Car Racer (Europe),,Atari ST,DRIVING,,Micro Style,OTHER_NOT_RATED,,1989,,,,
Sub Battle Simulator (USA),,Atari ST,SIMULATION,,Epyx,OTHER_NOT_RATED,,1987,,,,
Subbuteo - The Computer Game (Europe),,Atari ST,SPORTS_SOCCER,,Electronic Zoo,OTHER_NOT_RATED,,1990,,,,
Substation (Europe),,Atari ST,SHOOTER,,Unique Development Sweden,OTHER_NOT_RATED,,1994,,,,
Substation - Extra Level Daziel (Europe),,Atari ST,SHOOTER,,Unique Development Sweden,OTHER_NOT_RATED,,1995,,,,
Substation - Extra Level Itosho (Europe),,Atari ST,SHOOTER,,Unique Development Sweden,OTHER_NOT_RATED,,1995,,,,
Summer Games (Europe) (Disk 1),,Atari ST,SPORTS_OLYMPIC,,US Gold,OTHER_NOT_RATED,,1992,,,,
Summer Games (Europe) (Disk 2),,Atari ST,SPORTS_OLYMPIC,,US Gold,OTHER_NOT_RATED,,1992,,,,
Summer Olympiad (Europe),,Atari ST,SPORTS_OLYMPIC,,Tynesoft,OTHER_NOT_RATED,,1988,,,,
Sundog - Frozen Legacy (Europe),,Atari ST,SIMULATION,,FTL,OTHER_NOT_RATED,,1985,,,,
Super Break-Out (Europe),,Atari ST,BREAKOUT,,Atari Corp.,OTHER_NOT_RATED,,1987,,,,
Super Cars (Europe),,Atari ST,DRIVING,,Gremlin Graphics,OTHER_NOT_RATED,,1990,,,,
Super Cars II (Europe),,Atari ST,DRIVING,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
Super Cauldron (Europe),,Atari ST,PLATFORM,,Titus,OTHER_NOT_RATED,,1993,,,,
Super Cycle (USA),,Atari ST,RACING_MOTORBIKE,,Epyx,OTHER_NOT_RATED,,1986,,,,
Super Dark Pearl (USA) (Unl),,Atari ST,ACTION,,Dave Munsie,OTHER_NOT_RATED,,1993,,,,
Super Grand Prix (Europe),,Atari ST,DRIVING,,Codemasters,OTHER_NOT_RATED,,1991,,,,
Super Hang-On (USA) (Disk 1),,Atari ST,RACING_MOTORBIKE,,Sega,OTHER_NOT_RATED,,1988,,,,
Super Hang-On (USA) (Disk 2),,Atari ST,RACING_MOTORBIKE,,Sega,OTHER_NOT_RATED,,1988,,,,
Super Highway (Europe),,Atari ST,SHOOT_EM_UP,,Vornon Works,OTHER_NOT_RATED,,1995,,,,
Super Huey (Europe),,Atari ST,SIMULATION,,Electronic Zoo,OTHER_NOT_RATED,,1986,,,,
Super League Soccer (Europe),,Atari ST,SPORTS_SOCCER,,Impressions,OTHER_NOT_RATED,,1989,,,,
Super Monaco GP (Europe),,Atari ST,DRIVING,,US Gold,OTHER_NOT_RATED,,1991,,,,
Super Nova (Europe),,Atari ST,CASINO,,Dreamscape Software,OTHER_NOT_RATED,,1992,,,,
Super Scramble (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Budgie UK,OTHER_NOT_RATED,,1993,,,,
Super Scramble Simulator (Europe),,Atari ST,RACING_MOTORBIKE,,Magnetic Fields Ltd.,OTHER_NOT_RATED,,1989,,,,
Super Seymour Saves The Planet (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1992,,,,
Super Ski (Europe),,Atari ST,SPORTS_SKIING,,Microids,OTHER_NOT_RATED,,1991,,,,
Super Ski II (Europe) (Disk 1),,Atari ST,SPORTS_SKIING,,Microids,OTHER_NOT_RATED,,1990,,,,
Super Ski II (Europe) (Disk 2),,Atari ST,SPORTS_SKIING,,Microids,OTHER_NOT_RATED,,1990,,,,
Super Skweek (Europe),,Atari ST,MAZE,,Loriciel,OTHER_NOT_RATED,,1990,,,,
Super Soccer Challenge (Europe),,Atari ST,SPORTS_SOCCER,,Genias,OTHER_NOT_RATED,,null,,,,
Super Space Invaders (Europe),,Atari ST,SHOOT_EM_UP,,Domark,OTHER_NOT_RATED,,1991,,,,
Super Sprint (Europe),,Atari ST,DRIVING,,Electric Dreams,OTHER_NOT_RATED,,1986,,,,
Super Stario Land (Europe),,Atari ST,PLATFORM,,Top Byte Software,OTHER_NOT_RATED,,1995,,,,
Super Stuntman (Europe),,Atari ST,DRIVING,,Codemasters,OTHER_NOT_RATED,,1989,,,,
Super Wonderboy in Monsterland (Europe),,Atari ST,PLATFORM,,Activision,OTHER_NOT_RATED,,1987,,,,
Superbike Challenge (Europe),,Atari ST,RACING_MOTORBIKE,,Broderbund,OTHER_NOT_RATED,,1987,,,,
SuperFly (Europe) (Unl),,Atari ST,ACTION,,Reservoir Gods,OTHER_NOT_RATED,,2002,,,,
Superman - The Man of Steel (USA),,Atari ST,SHOOTER,,First Star Software,OTHER_NOT_RATED,,1990,,,,
Superstar Ice Hockey (USA),,Atari ST,SPORTS_HOCKEY,,Mindscape,OTHER_NOT_RATED,,1988,,,,
Supremacy - Your Will Be Done (Europe),,Atari ST,STRATEGY,,Virgin Mastertronic,OTHER_NOT_RATED,,1990,,,,
Suspect (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1985,,,,
Suspended (USA),,Atari ST,ADVENTURE,,Infocom,OTHER_NOT_RATED,,1986,,,,
Suspicious Cargo (Europe) (Disk 1),,Atari ST,ADVENTURE,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Suspicious Cargo (Europe) (Disk 2),,Atari ST,ADVENTURE,,Gremlin Graphics,OTHER_NOT_RATED,,1992,,,,
Swap (Europe),,Atari ST,PUZZLE,,Microids,OTHER_NOT_RATED,,1993,,,,
Swiftar (USA),,Atari ST,SHOOT_EM_UP,,Accustar,OTHER_NOT_RATED,,1989,,,,
Switchblade (Europe),,Atari ST,PLATFORM,,Gremlin Graphics,OTHER_NOT_RATED,,1989,,,,
Switchblade II (Europe),,Atari ST,PLATFORM,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
SWIV (Europe),,Atari ST,SHOOT_EM_UP,,Storm,OTHER_NOT_RATED,,1991,,,,
Sword and the Rose (Europe),,Atari ST,PLATFORM,,Codemasters,OTHER_NOT_RATED,,1990,,,,
Sword Of Kadash (USA),,Atari ST,ROLE_PLAYING,,Dynamix,OTHER_NOT_RATED,,1985,,,,
System 4 (USA),,Atari ST,ACTION,,Double Density,OTHER_NOT_RATED,,1991,,,,
T-Bird (Europe),,Atari ST,SHOOTER,,16 Bitz,OTHER_NOT_RATED,,1989,,,,
Table Tennis Simulation (USA),,Atari ST,TABLETOP,,Star Games,OTHER_NOT_RATED,,1989,,,,
Tactical Manager (Europe) (Disk 1),,Atari ST,SPORTS_SOCCER,,Black Legend,OTHER_NOT_RATED,,1994,,,,
Tactical Manager (Europe) (Disk 2),,Atari ST,SPORTS_SOCCER,,Black Legend,OTHER_NOT_RATED,,1994,,,,
Tai-Pan (Europe),,Atari ST,ACTION,,Ocean Software,OTHER_NOT_RATED,,1987,,,,
Talespin - The Grail (Europe),,Atari ST,ADVENTURE,,Microdeal,OTHER_NOT_RATED,,1988,,,,
Tanglewood (Europe) (Disk 1),,Atari ST,ADVENTURE,,Microdeal,OTHER_NOT_RATED,,1987,,,,
Tanglewood (Europe) (Disk 2),,Atari ST,ADVENTURE,,Microdeal,OTHER_NOT_RATED,,1987,,,,
Tangram (Europe),,Atari ST,PUZZLE,,Thalion,OTHER_NOT_RATED,,1990,,,,
Tank Attack (Europe),,Atari ST,STRATEGY,,CDS Software,OTHER_NOT_RATED,,1989,,,,
Tank Battle (Europe) (Unl),,Atari ST,SHOOT_EM_UP,,Budgie UK,OTHER_NOT_RATED,,null,,,,
Targhan (Europe),,Atari ST,ACTION,,Silmarils,OTHER_NOT_RATED,,1989,,,,
Tass Times in Tonetown (USA),,Atari ST,ADVENTURE,,Activision,OTHER_NOT_RATED,,1986,,,,
Tau Ceti (Europe),,Atari ST,ADVENTURE,,CRL,OTHER_NOT_RATED,,1987,,,,
Team (Europe),,Atari ST,SPORTS_SOCCER,,Impact,OTHER_NOT_RATED,,1995,,,,
Team Suzuki (Europe),,Atari ST,RACING_MOTORBIKE,,Gremlin Graphics,OTHER_NOT_RATED,,1991,,,,
Team Yankee (Europe),,Atari ST,STRATEGY,,Empire Software,OTHER_NOT_RATED,,1990,,,,
Tech (Europe),,Atari ST,ACTION,,Gamstar,OTHER_NOT_RATED,,1989,,,,
Techmate Chess (USA),,Atari ST,BOARD_GAMES,,Microdeal,OTHER_NOT_RATED,,1987,,,,
Technocop (Europe),,Atari ST,SHOOTER,,Gremlin Graphics,OTHER_NOT_RATED,,1988,,,,
Tecnoballz (France) (Unl),,Atari ST,BREAKOUT,,TLK Games,OTHER_NOT_RATED,,1991,,,,
Tee Off (Europe),,Atari ST,SPORTS_GOLF,,Energize,OTHER_NOT_RATED,,1991,,,,
Teenage Mutant Hero Turtles (Europe),,Atari ST,BEAT_EM_UP,,Image Works,OTHER_NOT_RATED,,1990,,,,
Teenage Mutant Hero Turtles - Coin Op (Europe),,Atari ST,PLATFORM,,Image Works,OTHER_NOT_RATED,,1991,,,,
Teenage Mutant Ninja Turtles World Tour (Europe),,Atari ST,EDUCATIONAL,,Merit Software,OTHER_NOT_RATED,,1990,,,,
